major_code,special_name,special_type,type_name,catalog_level,level2_name,level3_name,civil_service_fit_score,civil_service_fit_level,exam_scope,direct_role_count,direct_exact_role_count,direct_broad_role_count,direct_no_major_limit_role_count,direct_quasi_three_unlimited_role_count,direct_exact_role_pct,direct_broad_role_pct,direct_no_major_limit_role_pct,direct_quasi_three_unlimited_role_pct,position_match_profile,suitable_role_types,direct_plan_num_sum,direct_weighted_competition_ratio,direct_low_restriction_role_count,direct_central_role_count,direct_central_role_pct,direct_central_avg_competition_ratio,direct_provincial_role_count,direct_provincial_role_pct,direct_provincial_avg_competition_ratio,direct_city_role_count,direct_city_role_pct,direct_city_avg_competition_ratio,direct_county_or_below_role_count,direct_county_or_below_role_pct,direct_county_or_below_avg_competition_ratio,graduate_path_role_count,textual_all_role_count,textual_exact_role_match_count,textual_broad_role_match_count,textual_opportunity_level,upgrade_or_graduate_potential_level,fit_basis,tier1_head_research_reading,tier2_regional_reading,tier3_applied_vocational_reading,sample_departments,sample_job_names
120202,市场营销,本科(普通),,本科,管理学,工商管理类,55.7,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,2461.0,0.0,2461.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,税务系统(2307)；公安/移民/基层执法(73)；交通海事民航铁路(41)；海关/边检(36)；统计调查(32)；财政审计金融监管(17),5206.0,86.51,1526.0,4.0,0.2,420.62,30.0,1.2,99.9,126.0,5.1,96.37,2301.0,93.5,98.1,95.0,2556.0,2.0,2554.0,high,升学后中等潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中华全国供销合作总社|中国井冈山干部学院|中国地质调查局,一处一级警长及以下|一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)|一级主办及以下（一）
120203K,会计学,本科(普通),,本科,管理学,工商管理类,94.8,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,7067.0,577.0,6490.0,0.0,0.0,8.2,91.8,0.0,0.0,以对口岗位为主,税务系统(6112)；财政审计金融监管(528)；海关/边检(228)；公安/移民/基层执法(142)；统计调查(63)；交通海事民航铁路(53),14888.0,81.65,5643.0,15.0,0.2,304.12,137.0,1.9,117.89,807.0,11.4,106.08,6108.0,86.4,92.54,378.0,7445.0,657.0,6788.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国人民银行,一处一级警长及以下|一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下二|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主任科员及以下（英语四）
120204,财务管理,本科(普通),,本科,管理学,工商管理类,96.0,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,7035.0,782.0,6253.0,0.0,0.0,11.1,88.9,0.0,0.0,以对口岗位为主,税务系统(6112)；财政审计金融监管(528)；海关/边检(207)；公安/移民/基层执法(130)；统计调查(60)；交通海事民航铁路(51),14836.0,81.44,5636.0,15.0,0.2,310.92,128.0,1.8,98.84,792.0,11.3,106.25,6100.0,86.7,92.45,309.0,7344.0,915.0,6429.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国人民银行,一处一级警长及以下|一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下二|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主办及以下
120205,国际商务,本科(普通),,本科,管理学,工商管理类,65.1,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,2467.0,6.0,2461.0,0.0,0.0,0.2,99.8,0.0,0.0,主要靠专业大类/门类岗位,税务系统(2307)；公安/移民/基层执法(73)；海关/边检(41)；交通海事民航铁路(41)；统计调查(32)；财政审计金融监管(17),5214.0,86.74,1531.0,5.0,0.2,395.9,31.0,1.3,129.58,126.0,5.1,96.37,2305.0,93.4,98.05,99.0,2566.0,13.0,2553.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国人民银行|中国地质调查局,一处一级警长及以下|一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)|一级主办及以下（一）
120206,人力资源管理,本科(普通),,本科,管理学,工商管理类,73.3,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,2499.0,38.0,2461.0,0.0,0.0,1.5,98.5,0.0,0.0,主要靠专业大类/门类岗位,税务系统(2307)；公安/移民/基层执法(79)；交通海事民航铁路(48)；海关/边检(45)；财政审计金融监管(36)；统计调查(32),5255.0,87.03,1542.0,5.0,0.2,460.7,32.0,1.3,113.05,157.0,6.3,105.64,2305.0,92.2,98.2,98.0,2597.0,43.0,2554.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国人民银行四川省分行|中国人民银行宁夏回族自治区分行,一处一级警长及以下|一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)|一级主办及以下（一）
120207,审计学,本科(普通),,本科,管理学,工商管理类,94.0,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,7008.0,499.0,6509.0,0.0,0.0,7.1,92.9,0.0,0.0,以对口岗位为主,税务系统(6112)；财政审计金融监管(533)；海关/边检(223)；公安/移民/基层执法(138)；交通海事民航铁路(48)；统计调查(40),14822.0,81.2,5626.0,9.0,0.1,261.48,136.0,1.9,114.99,783.0,11.2,103.28,6080.0,86.8,92.41,360.0,7368.0,537.0,6831.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国人民银行,一处一级警长及以下|一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)
120208,资产评估,本科(普通),,本科,管理学,工商管理类,85.7,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,6337.0,73.0,6264.0,0.0,0.0,1.2,98.8,0.0,0.0,主要靠专业大类/门类岗位,税务系统(6112)；财政审计金融监管(82)；公安/移民/基层执法(76)；海关/边检(41)；交通海事民航铁路(41)；统计调查(32),13932.0,78.84,5158.0,5.0,0.1,358.5,101.0,1.6,75.56,465.0,7.3,101.12,5766.0,91.0,89.4,204.0,6541.0,98.0,6443.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国地质调查局|中国外文局,一处一级警长及以下|一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)
120209,物业管理,本科(普通),,本科,管理学,工商管理类,59.0,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,2462.0,1.0,2461.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,税务系统(2307)；公安/移民/基层执法(74)；交通海事民航铁路(41)；海关/边检(37)；统计调查(32)；财政审计金融监管(17),5208.0,86.48,1526.0,4.0,0.2,420.62,30.0,1.2,99.9,127.0,5.2,95.67,2301.0,93.5,98.1,93.0,2555.0,1.0,2554.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国地质调查局|中国外文局,一处一级警长及以下|一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)|一级主办及以下（一）
120210,文化产业管理,本科(普通),,本科,管理学,工商管理类,60.9,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,2463.0,2.0,2461.0,0.0,0.0,0.1,99.9,0.0,0.0,主要靠专业大类/门类岗位,税务系统(2307)；公安/移民/基层执法(75)；交通海事民航铁路(41)；海关/边检(38)；统计调查(32)；财政审计金融监管(17),5215.0,86.38,1526.0,4.0,0.2,420.62,30.0,1.2,99.9,128.0,5.2,95.05,2301.0,93.4,98.1,93.0,2556.0,2.0,2554.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国地质调查局|中国外文局,一处一级警长及以下|一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)|一级主办及以下（一）
120211T,劳动关系,本科(普通),,本科,管理学,工商管理类,63.4,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,2465.0,4.0,2461.0,0.0,0.0,0.2,99.8,0.0,0.0,主要靠专业大类/门类岗位,税务系统(2307)；公安/移民/基层执法(73)；交通海事民航铁路(43)；海关/边检(36)；统计调查(32)；财政审计金融监管(19),5210.0,86.58,1530.0,4.0,0.2,420.62,30.0,1.2,99.9,129.0,5.2,96.91,2302.0,93.4,98.21,94.0,2559.0,5.0,2554.0,high,升学后中等潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国地质调查局|中国外文局,一处一级警长及以下|一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)|一级主办及以下（一）
120212T,体育经济与管理,本科(普通),,本科,管理学,工商管理类,55.7,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,2461.0,0.0,2461.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,税务系统(2307)；公安/移民/基层执法(73)；交通海事民航铁路(41)；海关/边检(36)；统计调查(32)；财政审计金融监管(17),5206.0,86.51,1526.0,4.0,0.2,420.62,30.0,1.2,99.9,126.0,5.1,96.37,2301.0,93.5,98.1,93.0,2554.0,0.0,2554.0,high,升学后中等潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国地质调查局|中国外文局,一处一级警长及以下|一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)|一级主办及以下（一）
