id,special_id,code,special_name,special_type,type_name,level2_code,level2_name,level3_code,level3_name,degree,limit_year,year,ruanke_rank,salaryavg,fivesalaryavg
9242,1,010101,哲学,本科(普通),,01,哲学,34,哲学类,哲学学士,四年,,,0,19200
9729,2,010102,逻辑学,本科(普通),,01,哲学,34,哲学类,哲学学士,四年,,,209059,27700
9699,3,010103K,宗教学,本科(普通),,01,哲学,34,哲学类,哲学学士,四年,,,0,18100
9243,1098,010104T,伦理学,本科(普通),,01,哲学,34,哲学类,哲学学士,四年,,,0,15800
9852,4,020101,经济学,本科(普通),,02,经济学,0201,经济学类,经济学学士,四年,,,121662,18000
9940,5,020102,经济统计学,本科(普通),,02,经济学,0201,经济学类,经济学学士,四年,,,130347,23100
9192,1099,020103T,国民经济管理,本科(普通),,02,经济学,0201,经济学类,经济学学士,四年,,,95108,17600
9482,1100,020104T,资源与环境经济学,本科(普通),,02,经济学,0201,经济学类,经济学学士,四年,,,107935,24100
9135,1101,020105T,商务经济学,本科(普通),,02,经济学,0201,经济学类,经济学学士,四年,,,0,21000
9375,1102,020106T,能源经济,本科(普通),,02,经济学,0201,经济学类,经济学学士,四年,,,106064,18800
10431,8318,020107T,劳动经济学,本科(普通),,02,经济学,0201,经济学类,经济学学士,四年,,,121775,0
10508,8319,020108T,经济工程,本科(普通),,02,经济学,0201,经济学类,经济学学士,四年,,,0,0
10091,8320,020109T,数字经济,本科(普通),,02,经济学,0201,经济学类,经济学学士,四年,,,174674,0
9756,6,020201K,财政学,本科(普通),,02,经济学,36,财政学类,经济学学士,四年,,,121819,15900
9613,7,020202,税收学,本科(普通),,02,经济学,36,财政学类,经济学学士,四年,,,135532,19300
10588,9321,020203TK,国际税收,本科(普通),,02,经济学,36,财政学类,经济学学士,四年,,,106467,0
9762,8,020301K,金融学,本科(普通),,02,经济学,0203,金融学类,经济学学士,四年,,,119952,20800
10349,9,020302,金融工程,本科(普通),,02,经济学,0203,金融学类,经济学学士,四年,,,127339,23600
9392,10,020303,保险学,本科(普通),,02,经济学,0203,金融学类,经济学学士,四年,,,123841,20700
9495,11,020304,投资学,本科(普通),,02,经济学,0203,金融学类,经济学学士,四年,,,123796,22500
9531,1103,020305T,金融数学,本科(普通),,02,经济学,0203,金融学类,经济学学士,四年,,,134393,18900
9436,1104,020306T,信用管理,本科(普通),,02,经济学,0203,金融学类,"经济学学士,管理学学士",四年,,,126595,19200
9435,1105,020307T,经济与金融,本科(普通),,02,经济学,0203,金融学类,经济学学士,四年,,,122479,30400
9235,1263,020308T,精算学,本科(普通),,02,经济学,0203,金融学类,"经济学学士,理学学士",四年,,,132253,0
10152,8321,020309T,互联网金融,本科(普通),,02,经济学,0203,金融学类,经济学学士,四年,,,131177,0
10115,8322,020310T,金融科技,本科(普通),,02,经济学,0203,金融学类,经济学学士,四年,,,135219,0
10573,9774,020311TK,金融审计,本科(普通),,02,经济学,0203,金融学类,经济学学士,四年,,,134975,0
9261,12,020401,国际经济与贸易,本科(普通),,02,经济学,0204,经济与贸易类,经济学学士,四年,,,117009,17700
9389,13,020402,贸易经济,本科(普通),,02,经济学,0204,经济与贸易类,经济学学士,四年,,,121826,18500
10908,9322,020403T,国际经济发展合作,本科(普通),,02,经济学,0204,经济与贸易类,经济学学士,四年,,,92188,0
9116,14,030101K,法学,本科(普通),,03,法学,39,法学类,法学学士,四年,,,125687,18500
9154,1106,030102T,知识产权,本科(普通),,03,法学,39,法学类,法学学士,四年,,,122689,19400
9348,1107,030103T,监狱学,本科(普通),,03,法学,39,法学类,法学学士,四年,,,124677,9700
10538,8323,030104T,信用风险管理与法律防控,本科(普通),,03,法学,39,法学类,法学学士,四年,,,125310,0
10446,8324,030105T,国际经贸规则,本科(普通),,03,法学,39,法学类,法学学士,四年,,,125310,0
10398,8325,030106TK,司法警察学,本科(普通),,03,法学,39,法学类,法学学士,四年,,,125310,0
10214,8326,030107TK,社区矫正,本科(普通),,03,法学,39,法学类,法学学士,四年,,,125310,0
10692,9323,030108TK,纪检监察,本科(普通),,03,法学,39,法学类,法学学士,四年,,,125310,0
10855,9775,030109TK,国际法,本科(普通),,03,法学,39,法学类,法学学士,四年,,,131093,0
10602,9776,030110TK,司法鉴定学,本科(普通),,03,法学,39,法学类,法学学士,四年,,,161335,0
10627,9871,030111TK,国家安全学,本科(普通),,03,法学,39,法学类,法学学士,四年,,,0,0
10586,9872,030112TK,海外利益安全,本科(普通),,03,法学,39,法学类,法学学士,四年,,,157641,0
9503,15,030201,政治学与行政学,本科(普通),,03,法学,40,政治学类,法学学士,四年,,,125877,16300
9088,16,030202,国际政治,本科(普通),,03,法学,40,政治学类,法学学士,四年,,,126792,18600
9198,17,030203,外交学,本科(普通),,03,法学,40,政治学类,法学学士,四年,,,115223,19100
9530,1108,030204T,国际事务与国际关系,本科(普通),,03,法学,40,政治学类,法学学士,四年,,,91911,24500
9338,1109,030205T,政治学、经济学与哲学,本科(普通),,03,法学,40,政治学类,法学学士,四年,,,140563,19400
10334,8327,030206TK,国际组织与全球治理,本科(普通),,03,法学,40,政治学类,法学学士,四年,,,94897,0
9186,18,030301,社会学,本科(普通),,03,法学,41,社会学类,法学学士,四年,,,130726,17900
9384,19,030302,社会工作,本科(普通),,03,法学,41,社会学类,法学学士,四年,,,122070,14800
9362,1110,030303T,人类学,本科(普通),,03,法学,41,社会学类,法学学士,四年,,,140352,14600
9410,1111,030304T,女性学,本科(普通),,03,法学,41,社会学类,法学学士,四年,,,0,10500
9226,1112,030305T,家政学,本科(普通),,03,法学,41,社会学类,法学学士,四年,,,0,9400
10457,8707,030306T,老年学,本科(普通),,03,法学,41,社会学类,法学学士,四年,,,98725,0
10168,8794,030307T,社会政策,本科(普通),,03,法学,41,社会学类,法学学士,四年,,,135955,0
10053,20,030401,民族学,本科(普通),,03,法学,42,民族学类,法学学士,四年,,,132757,13100
9631,21,030501,科学社会主义,本科(普通),,03,法学,43,马克思主义理论类,法学学士,四年,,,127709,17200
9770,22,030502,中国共产党历史,本科(普通),,03,法学,43,马克思主义理论类,法学学士,四年,,,0,16800
9995,23,030503,思想政治教育,本科(普通),,03,法学,43,马克思主义理论类,法学学士,四年,,,122508,13000
10487,8328,030504T,马克思主义理论,本科(普通),,03,法学,43,马克思主义理论类,法学学士,四年,,,143067,0
10607,9777,030505TK,工会学,本科(普通),,03,法学,43,马克思主义理论类,法学学士,四年,,,133334,0
9586,24,030601K,治安学,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,122300,15700
9638,25,030602K,侦查学,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,122300,15400
9933,26,030603K,边防管理,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,123899,13500
9092,1113,030604TK,禁毒学,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,0,10000
9323,1114,030605TK,警犬技术,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,140640,14500
9188,1115,030606TK,经济犯罪侦查,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,138495,15200
9387,1116,030607TK,边防指挥,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,0,14800
9408,1117,030608TK,消防指挥,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,0,14200
9160,1118,030609TK,警卫学,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,0,15100
9416,1119,030610TK,公安情报学,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,0,14500
9275,1120,030611TK,犯罪学,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,156272,15600
9409,1121,030612TK,公安管理学,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,156272,16400
9234,1122,030613TK,涉外警务,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,152593,14800
9267,1123,030614TK,国内安全保卫,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,126129,13300
9136,1124,030615TK,警务指挥与战术,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,124531,14800
10453,8329,030616TK,技术侦查学,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,146330,0
10120,8330,030617TK,海警执法,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,156272,0
10144,8331,030618TK,公安政治工作,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,135195,0
10323,8332,030619TK,移民管理,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,151739,0
10187,8333,030620TK,出入境管理,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,90296,0
10261,8795,030621TK,反恐警务,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,150920,0
10092,8796,030622TK,消防政治工作,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,118884,0
10915,9324,030623TK,铁路警务,本科(普通),,03,法学,0306,公安学类,法学学士,四年,,,0,0
9957,27,040101,教育学,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,110637,16100
9672,28,040102,科学教育,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,102601,13700
9714,29,040103,人文教育,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,97831,12400
9892,30,040104,教育技术学,本科(普通),,04,教育学,45,教育学类,"教育学学士,理学学士,工学学士",四年,,,128175,14600
9813,31,040105,艺术教育,本科(普通),,04,教育学,45,教育学类,"教育学学士,艺术学学士",四年,,,90351,13100
9719,32,040106,学前教育,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,101581,13100
9633,33,040107,小学教育,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,101581,12400
10003,34,040108,特殊教育,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,109146,15100
9180,1125,040109T,华文教育,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,128658,15300
9450,1264,040110TK,教育康复学,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,97570,0
10172,8334,040111T,卫生教育,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,95883,0
10503,8335,040112T,认知科学与技术,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,124531,0
10074,8797,040113T,融合教育,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,0,0
10759,9325,040114TK,劳动教育,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,119904,0
10596,9778,040115T,家庭教育,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,100526,0
10673,9779,040116TK,孤独症儿童教育,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,117753,0
9139,10113,040117TK,人工智能教育,本科(普通),,04,教育学,45,教育学类,教育学学士,四年,,,0,0
9134,10114,040118T,婴幼儿发展与健康管理,本科(普通),,04,教育学,45,教育学类,"教育学学士,管理学学士",四年,,,0,0
9952,35,040201,体育教育,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,108280,14100
9951,36,040202K,运动训练,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,0,13300
9757,37,040203,社会体育指导与管理,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,0,13200
9565,38,040204K,武术与民族传统体育,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,0,12600
9686,39,040205,运动人体科学,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,69897,14200
9093,1126,040206T,运动康复,本科(普通),,04,教育学,0402,体育学类,"教育学学士,理学学士",四年,,,0,18600
9224,1127,040207T,休闲体育,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,37955,10100
10189,8336,040208T,体能训练,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,0,0
10199,8337,040209T,冰雪运动,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,0,0
10400,8338,040210TK,电子竞技运动与管理,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,0,0
10133,8339,040211TK,智能体育工程,本科(普通),,04,教育学,0402,体育学类,"教育学学士,工学学士",四年,,,156749,0
10495,8340,040212TK,体育旅游,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,37959,0
10185,8703,040213T,运动能力开发,本科(普通),,04,教育学,0402,体育学类,"教育学学士,理学学士",四年,,,144048,0
10891,9873,040214TK,足球运动,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,118741,0
10747,9874,040215TK,马术运动与管理,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,124296,0
10735,9875,040216T,体育康养,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,115251,0
9123,10115,040217TK,航空运动,本科(普通),,04,教育学,0402,体育学类,教育学学士,四年,,,0,0
9602,40,050101,汉语言文学,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,111226,14800
9715,41,050102,汉语言,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,112732,14400
9694,42,050103,汉语国际教育,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,112665,16700
9635,43,050104,中国少数民族语言文学,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,111594,13700
9680,44,050105,古典文献学,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,109383,12700
9281,1128,050106T,应用语言学,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,110816,17000
9122,1129,050107T,秘书学,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,109448,11400
10206,8341,050108T,中国语言与文化,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,110145,0
10087,8342,050109T,手语翻译,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,119200,0
10836,9780,050110T,数字人文,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,0,0
10837,9876,050111T,中国古典学,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,93550,0
10710,9877,050112T,汉学与中国学,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,126546,0
10914,9878,050113T,应用中文,本科(普通),,05,文学,0501,中国语言文学类,文学学士,四年,,,130344,0
10150,8343,050200T,桑戈语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
9695,46,050202,俄语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,77238,15400
9886,47,050203,德语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,77084,18400
9683,48,050204,法语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,77201,18700
10015,49,050205,西班牙语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,83413,23600
9959,50,050206,阿拉伯语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,76977,23800
10025,51,050207,日语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,77821,15400
9592,52,050208,波斯语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,22500
9858,53,050209,朝鲜语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,71319,16200
9783,54,050210,菲律宾语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,111981,20600
10121,8344,0502100T,语言学,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,85334,0
10182,8345,0502101T,塔玛齐格特语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,125114,0
10132,8346,0502102T,爪哇语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,149060,0
10062,8347,0502103T,旁遮普语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,99185,0
9153,10116,0502104TK,区域国别学,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
9693,55,050211,梵语巴利语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,111615,22500
9792,56,050212,印度尼西亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,122820,39300
9946,57,050213,印地语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,36700
9759,58,050214,柬埔寨语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,17800
9574,59,050215,老挝语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,12300
9662,60,050216,缅甸语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,121004,22400
9836,61,050217,马来语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,20300
9822,62,050218,蒙古语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,111095,16900
9825,63,050219,僧伽罗语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,20600
9646,64,050220,泰语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,23100
10018,65,050221,乌尔都语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,116656,21700
9648,66,050222,希伯来语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,121676,21700
9895,67,050223,越南语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,19100
9896,68,050224,豪萨语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,22300
10013,69,050225,斯瓦希里语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,121676,30300
9982,70,050226,阿尔巴尼亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,22700
9938,71,050227,保加利亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,21800
9580,72,050228,波兰语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,21100
9619,73,050229,捷克语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,20800
10041,74,050230,斯洛伐克语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,21000
9861,75,050231,罗马尼亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,18800
9953,76,050232,葡萄牙语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,27200
9658,77,050233,瑞典语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,23000
9684,78,050234,塞尔维亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,23000
9567,79,050235,土耳其语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,21400
9636,80,050236,希腊语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,22500
9882,81,050237,匈牙利语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,22900
9612,82,050238,意大利语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,22300
10363,83,050239,泰米尔语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,116656,20900
10291,84,050240,普什图语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,21300
10303,85,050241,世界语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,21200
10186,86,050242,孟加拉语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,108023,20900
10522,87,050243,尼泊尔语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,121676,22600
10314,88,050244,克罗地亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,22800
10195,89,050245,荷兰语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,119947,40500
10421,90,050246,芬兰语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,22100
10294,91,050247,乌克兰语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,21100
10585,92,050248,挪威语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,22000
10887,93,050249,丹麦语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,23000
10567,94,050250,冰岛语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,20800
10671,95,050251,爱尔兰语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,21800
10870,96,050252,拉脱维亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,20800
10926,97,050253,立陶宛语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,22200
10917,98,050254,斯洛文尼亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,21200
11014,99,050255,爱沙尼亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,20600
9543,100,050256,马耳他语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,122820,22500
9191,101,050257,哈萨克语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,22000
9546,102,050258,乌兹别克语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,104367,22500
9147,103,050259,祖鲁语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,133377,21800
9133,104,050260,拉丁语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,20800
9415,105,050261,翻译,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,85609,14500
9339,106,050262,商务英语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,86098,16200
9292,1265,050263T,阿姆哈拉语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,121676,0
9399,1266,050264T,吉尔吉斯语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
9407,1267,050265T,索马里语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
9114,1268,050266T,土库曼语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
9425,1269,050267T,加泰罗尼亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,114477,0
9373,1270,050268T,约鲁巴语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
9138,1271,050269T,亚美尼亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
9178,1272,050270T,马达加斯加语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,120315,0
9461,1273,050271T,格鲁吉亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
9127,1274,050272T,阿塞拜疆语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
9230,1275,050273T,阿非利卡语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
9132,1276,050274T,马其顿语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
9507,1277,050275T,塔吉克语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10531,8348,050276T,茨瓦纳语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10280,8349,050277T,恩德贝莱语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,99629,0
10484,8350,050278T,科摩罗语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10203,8351,050279T,克里奥尔语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10273,8352,050280T,绍纳语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,136921,0
10198,8353,050281T,提格雷尼亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10450,8354,050282T,白俄罗斯语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10107,8355,050283T,毛利语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,115060,0
10350,8356,050284T,汤加语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,122820,0
10527,8357,050285T,萨摩亚语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10405,8358,050286T,库尔德语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,104367,0
10192,8359,050287T,比斯拉马语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10096,8360,050288T,达里语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,122376,0
10392,8361,050289T,德顿语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10236,8362,050290T,迪维希语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,123960,0
10260,8363,050291T,斐济语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,121004,0
10489,8364,050292T,库克群岛毛利语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10523,8365,050293T,隆迪语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10230,8366,050294T,卢森堡语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10222,8367,050295T,卢旺达语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10135,8368,050296T,纽埃语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,114477,0
10537,8369,050297T,皮金语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,115597,0
10536,8370,050298T,切瓦语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
10399,8371,050299T,塞苏陀语,本科(普通),,05,文学,0502,外国语言文学类,文学学士,四年,,,0,0
9270,108,050302,广播电视学,本科(普通),,05,文学,49,新闻传播学类,文学学士,四年,,,124086,17400
9218,109,050303,广告学,本科(普通),,05,文学,49,新闻传播学类,文学学士,四年,,,119658,21300
9451,110,050304,传播学,本科(普通),,05,文学,49,新闻传播学类,文学学士,四年,,,128493,20800
9195,111,050305,编辑出版学,本科(普通),,05,文学,49,新闻传播学类,文学学士,四年,,,121869,16200
9142,1130,050306T,网络与新媒体,本科(普通),,05,文学,49,新闻传播学类,文学学士,四年,,,124756,19000
9255,1131,050307T,数字出版,本科(普通),,05,文学,49,新闻传播学类,文学学士,四年,,,122500,20400
10171,8372,050308T,时尚传播,本科(普通),,05,文学,49,新闻传播学类,文学学士,四年,,,124770,0
10289,8373,050309T,国际新闻与传播,本科(普通),,05,文学,49,新闻传播学类,文学学士,四年,,,124770,0
10526,8704,050310T,会展,本科(普通),,05,文学,49,新闻传播学类,"文学学士,管理学学士",四年,,,136024,0
9227,112,060101,历史学,本科(普通),,06,历史学,50,历史学类,历史学学士,四年,,,58974,14600
9264,113,060102,世界史,本科(普通),,06,历史学,50,历史学类,历史学学士,四年,,,64733,16500
9447,114,060103,考古学,本科(普通),,06,历史学,50,历史学类,历史学学士,四年,,,0,14400
9298,115,060104,文物与博物馆学,本科(普通),,06,历史学,50,历史学类,历史学学士,四年,,,66245,16400
9265,1132,060105T,文物保护技术,本科(普通),,06,历史学,50,历史学类,历史学学士,四年,,,50275,12400
9204,1133,060106T,外国语言与外国历史,本科(普通),,06,历史学,50,历史学类,"文学学士,历史学学士",四年,,,70202,16000
9111,1278,060107T,文化遗产,本科(普通),,06,历史学,50,历史学类,历史学学士,四年,,,0,0
10136,8770,060108T,古文字学,本科(普通),,06,历史学,50,历史学类,历史学学士,四年,,,91181,0
10995,9326,060109T,科学史,本科(普通),,06,历史学,50,历史学类,历史学学士,四年,,,105774,0
9129,117,070102,信息与计算科学,本科(普通),,07,理学,0701,数学类,理学学士,四年,,,135805,19100
9164,1134,070103T,数理基础科学,本科(普通),,07,理学,0701,数学类,理学学士,四年,,,148704,16100
10131,8374,070104T,数据计算及应用,本科(普通),,07,理学,0701,数学类,理学学士,四年,,,149666,15800
9087,119,070202,应用物理学,本科(普通),,07,理学,52,物理学类,理学学士,四年,,,156444,20900
9325,120,070203,核物理,本科(普通),,07,理学,52,物理学类,理学学士,四年,,,169159,13800
9429,1135,070204T,声学,本科(普通),,07,理学,52,物理学类,理学学士,四年,,,177912,30900
10217,8375,070205T,系统科学与工程,本科(普通),,07,理学,52,物理学类,理学学士,四年,,,0,0
10066,8798,070206T,量子信息科学,本科(普通),,07,理学,52,物理学类,理学学士,四年,,,165640,0
